difficulty,question,pronunciation,answers,correct
JLPT N2,スライド,slide,"① 슬라이드\n② 미끄러짐,미끄러지게 함","① 슬라이드\n② 미끄러짐,미끄러지게 함"
JLPT N2,ずらす,ずらす,"① 비키어 놓다\n② 겹치지 않도록 조정하다","① 비키어 놓다\n② 겹치지 않도록 조정하다"
JLPT N2,狡い,ずるい,"① 반칙을 하다\n② 교활하다","① 반칙을 하다\n② 교활하다"
JLPT N2,擦れ違う,すれちがう,"① 스치듯 지나가다\n② 엇갈리다","① 스치듯 지나가다\n② 엇갈리다"
JLPT N2,ずれる,ずれる,"① 어긋나다,벗어나다","① 어긋나다,벗어나다"
JLPT N2,寸法,すんぽう,"① 길이,치수\n② 작정,순서","① 길이,치수\n② 작정,순서"
JLPT N2,正解,せいかい,"① 정답","① 정답"
JLPT N2,税関,ぜいかん,"① 세관","① 세관"
JLPT N2,世紀,せいき,"① 세기","① 세기"
JLPT N2,請求,せいきゅう,"① 청구,요구","① 청구,요구"
JLPT N2,清潔,せいけつ,"① 청결 (↔반의어不潔<ふけつ>)","① 청결 (↔반의어不潔<ふけつ>)"
JLPT N2,制限,せいげん,"① 제한","① 제한"
JLPT N2,製作,せいさく,"① 제작","① 제작"
JLPT N2,清書,せいしょ,"① 청서,정서 (=동의어きよがき)","① 청서,정서 (=동의어きよがき)"
JLPT N2,精神,せいしん,"① 정신 (↔반의어肉体<にくたい>)","① 정신 (↔반의어肉体<にくたい>)"
JLPT N2,整数,せいすう,"① 정수 (수학)","① 정수 (수학)"
JLPT N2,精精,せいぜい,"① 가능한 한\n② 기껏,겨우,고작","① 가능한 한\n② 기껏,겨우,고작"
JLPT N2,製造,せいぞう,"① 제조","① 제조"
JLPT N2,生存,せいぞん,"① 생존","① 생존"
JLPT N2,贅沢,ぜいたく,"① 사치","① 사치"
JLPT N2,制度,せいど,"① 제도","① 제도"
JLPT N2,政党,せいとう,"① 정당","① 정당"
JLPT N2,性能,せいのう,"① 성능","① 성능"
JLPT N2,整備,せいび,"① 정비","① 정비"
JLPT N2,政府,せいふ,"① 정부","① 정부"
JLPT N2,生物,せいぶつ,"① 생물","① 생물"
JLPT N2,成分,せいぶん,"① 성분","① 성분"
JLPT N2,性別,せいべつ,"① 성별","① 성별"
JLPT N2,正方形,せいほうけい,"① 정방형,정사각형","① 정방형,정사각형"
JLPT N2,生命,せいめい,"① 생명,목숨 (=동의어いのち)","① 생명,목숨 (=동의어いのち)"
JLPT N2,成立,せいりつ,"① 성립","① 성립"
JLPT N2,西暦,せいれき,"① 서력,서기 (=동의어西紀<せいき>）","① 서력,서기 (=동의어西紀<せいき>）"
JLPT N2,背負う,せおう,"① 짊어지다\n② 등에 메다,업다","① 짊어지다\n② 등에 메다,업다"
JLPT N2,石炭,せきたん,"① 석탄","① 석탄"
JLPT N2,赤道,せきどう,"① 적도","① 적도"
JLPT N2,世間,せけん,"① 세간,세상,사회","① 세간,세상,사회"
JLPT N2,説,せつ,"① 설,주장,의견","① 설,주장,의견"
JLPT N2,接近,せっきん,"① 접근","① 접근"
JLPT N2,設計,せっけい,"① 설계","① 설계"
JLPT N2,接する,せっする,"① 접하다,맞붙다\n② 만나다,교제하다","① 접하다,맞붙다\n② 만나다,교제하다"
JLPT N2,せっせと,せっせと,"① 열심히,부지런히","① 열심히,부지런히"
JLPT N2,接続,せつぞく,"① 접속","① 접속"
JLPT N2,絶対,ぜったい,"① 절대,결코\n② 무조건","① 절대,결코\n② 무조건"
JLPT N2,説得,せっとく,"① 설득","① 설득"
JLPT N2,設備,せつび,"① 설비,시설","① 설비,시설"
JLPT N2,絶滅,ぜつめつ,"① 절멸,근절","① 절멸,근절"
JLPT N2,迫る·逼る,せまる,"① 바싹 따르다,육박하다\n② 닥쳐오다","① 바싹 따르다,육박하다\n② 닥쳐오다"
JLPT N2,ゼミ,ゼミ,"① 세미나,제미 (ゼミナール의 준말)","① 세미나,제미 (ゼミナール의 준말)"
JLPT N2,切めて·迫めて,せめて,"① 하다못해,그런대로,적어도","① 하다못해,그런대로,적어도"
JLPT N2,責める,せめる,"① 비난하다,나무라다\n② 괴롭히다, 고통을 주다","① 비난하다,나무라다\n② 괴롭히다, 고통을 주다"
JLPT N2,セメント,cement,"① 시멘트 (=동의어セメン)","① 시멘트 (=동의어セメン)"
JLPT N2,台詞·科白·白,せりふ,"① 대사,언사\n② 틀에 박힌 말","① 대사,언사\n② 틀에 박힌 말"
JLPT N2,前,ぜん,"① 이전,앞\n② ...전의,…보다 앞의","① 이전,앞\n② ...전의,…보다 앞의"
JLPT N2,前後,ぜんご,"① 앞뒤,전후\n② 정도","① 앞뒤,전후\n② 정도"
JLPT N2,前者,ぜんしゃ,"① 전자 (↔반의어後者<こうしゃ>)","① 전자 (↔반의어後者<こうしゃ>)"
JLPT N2,扇子,せんす,"① 접는 부채 (=동의어おうぎ)","① 접는 부채 (=동의어おうぎ)"
JLPT N2,先祖,せんぞ,"① 선조,조상","① 선조,조상"
JLPT N2,先端·尖端,せんたん,"① 뾰족한 끝,선단,첨단","① 뾰족한 끝,선단,첨단"
JLPT N2,センチ,centi－,"① 센티미터 (cm)","① 센티미터 (cm)"
JLPT N2,先頭,せんとう,"① 선두,맨 앞의","① 선두,맨 앞의"
JLPT N2,全般,ぜんぱん,"① 전반","① 전반"
JLPT N2,洗面,せんめん,"① 세면,세수","① 세면,세수"
JLPT N2,全力,ぜんりょく,"① 전력","① 전력"
JLPT N2,象,ぞう,"① 코끼리","① 코끼리"
JLPT N2,相違·相異,そうい,"① 다름,틀림","① 다름,틀림"
JLPT N2,増加,ぞうか,"① 증가 (↔반의어減少<げんしょう>)","① 증가 (↔반의어減少<げんしょう>)"
JLPT N2,雑巾,ぞうきん,"① 걸레","① 걸레"
JLPT N2,増減,ぞうげん,"① 증감","① 증감"
JLPT N2,倉庫,そうこ,"① 창고","① 창고"
JLPT N2,相互,そうご,"① 상호","① 상호"
JLPT N2,操作,そうさ,"① 조작","① 조작"
JLPT N2,創作,そうさく,"① 창작\n② 꾸며낸 일","① 창작\n② 꾸며낸 일"
JLPT N2,葬式,そうしき,"① 장례식 (=동의어葬儀<そうぎ>)","① 장례식 (=동의어葬儀<そうぎ>)"
JLPT N2,造船,ぞうせん,"① 조선","① 조선"
JLPT N2,騒騒しい,そうぞうしい,"① 시끄럽다,떠들썩하다 (=동의어さわがしい)","① 시끄럽다,떠들썩하다 (=동의어さわがしい)"
JLPT N2,増大,ぞうだい,"① 증대 (↔반의어減少<げんしょう>)","① 증대 (↔반의어減少<げんしょう>)"
JLPT N2,装置,そうち,"① 장치","① 장치"
JLPT N2,送別,そうべつ,"① 송별","① 송별"
JLPT N2,草履,ぞうり,"① (일본) 짚신,샌들","① (일본) 짚신,샌들"
JLPT N2,属する,ぞくする,"① 속하다\n② 맡기다,부탁하다","① 속하다\n② 맡기다,부탁하다"
JLPT N2,速力,そくりょく,"① 속력 (=동의어スピード)","① 속력 (=동의어スピード)"
JLPT N2,其処で,そこで,"① 그래서\n② 그런데","① 그래서\n② 그런데"
JLPT N2,組織,そしき,"① 조직","① 조직"
JLPT N2,素質,そしつ,"① 소질","① 소질"
JLPT N2,祖先,そせん,"① 조선,선조,조상","① 조선,선조,조상"
JLPT N2,其方,そっち,"① 그쪽","① 그쪽"
JLPT N2,率直·卒直,そっちょく,"① 솔직","① 솔직"
JLPT N2,備える,そなえる,"① 준비하다,대비하다\n② 갖추다,마련하다","① 준비하다,대비하다\n② 갖추다,마련하다"
JLPT N2,其の上,そのうえ,"①더구나,게다가,또한","①더구나,게다가,또한"
JLPT N2,其の内,そのうち,"① 가까운 시일 안에,머지않아","① 가까운 시일 안에,머지않아"
JLPT N2,其の為,そのため,"① 그 때문에,그 덕에","① 그 때문에,그 덕에"
JLPT N2,其の外,そのほか,"① 그 외,기타","① 그 외,기타"
JLPT N2,其の儘,そのまま,"① 그대로\n② 꼭 닮음","① 그대로\n② 꼭 닮음"
JLPT N2,素朴·素樸,そぼく,"① 소박","① 소박"
JLPT N2,粗末,そまつ,"① 허술함,변변치 않음\n② 소홀히 하다","① 허술함,변변치 않음\n② 소홀히 하다"
JLPT N2,剃る,そる,"① 박박 깎다,면도하다","① 박박 깎다,면도하다"
JLPT N2,それでも,それでも,"① 그런데도,그래도,그러나","① 그런데도,그래도,그러나"
JLPT N2,其れとも,それとも,"① 아니면,혹은,또는 (=동의어あるいは·もしくは)","① 아니면,혹은,또는 (=동의어あるいは·もしくは)"
JLPT N2,それなのに,それなのに,"① 그런데도,그러함에도 불구하고","① 그런데도,그러함에도 불구하고"
JLPT N2,それなら,それなら,"① 그렇다면,그러면 (=동의어それでは)","① 그렇다면,그러면 (=동의어それでは)"
JLPT N2,逸れる,それる,"① 빗(나)가다,빗맞다,일탈하다","① 빗(나)가다,빗맞다,일탈하다"
JLPT N2,算盤·十露盤,そろばん,"① 주판,셈\n② 손익 계산,수지","① 주판,셈\n② 손익 계산,수지"
JLPT N2,損,そん,"① 손,손해,불리함","① 손,손해,불리함"
JLPT N2,損害,そんがい,"① 손해\n② 파손","① 손해\n② 파손"
JLPT N2,尊敬,そんけい,"① 존경","① 존경"
JLPT N2,存在,そんざい,"① 존재","① 존재"
JLPT N2,存ずる,ぞんずる,"① 알다,생각하다의 공손한 말","① 알다,생각하다의 공손한 말"
JLPT N2,尊重,そんちょう,"① 존중","① 존중"
JLPT N2,損得,そんとく,"① 득실,손실과 이득","① 득실,손실과 이득"
JLPT N2,田,た,"① 논 (=동의어たんぼ)","① 논 (=동의어たんぼ)"
JLPT N2,対,たい,"① 대,비교\n② 대등한\n③ 반대","① 대,비교\n② 대등한\n③ 반대"
JLPT N2,タイア,タイア,"① 타이어 (=동의어タイヤ)","① 타이어 (=동의어タイヤ)"
JLPT N2,第一,だいいち,"① 제일\n② 무엇보다도,우선","① 제일\n② 무엇보다도,우선"
JLPT N2,大気,たいき,"① 대기,공기","① 대기,공기"
JLPT N2,大工,だいく,"① 목수","① 목수"
JLPT N2,退屈,たいくつ,"① 지루함,심심하고 따분함,무료함","① 지루함,심심하고 따분함,무료함"
JLPT N2,体系,たいけい,"① 체계 (=동의어システム)","① 체계 (=동의어システム)"
JLPT N2,太鼓,たいこ,"① 북","① 북"
JLPT N2,滞在,たいざい,"① 체재,체류","① 체재,체류"
JLPT N2,大使,たいし,"① 대사","① 대사"
JLPT N2,対照,たいしょう,"① 대조,비교","① 대조,비교"
JLPT N2,大小,だいしょう,"① 대소","① 대소"
JLPT N2,大臣,だいじん,"① 대신 (장관)","① 대신 (장관)"
JLPT N2,対する,たいする,"① …에 대하여 (관하여)\n② 대조\n③ 상대하다,응하다","① …에 대하여 (관하여)\n② 대조\n③ 상대하다,응하다"
JLPT N2,体制,たいせい,"① 체제,시스템","① 체제,시스템"
JLPT N2,体積,たいせき,"① 체적,부피","① 체적,부피"
JLPT N2,対戦,たいせん,"① 대전","① 대전"
JLPT N2,体操,たいそう,"① 체조","① 체조"
JLPT N2,大半,たいはん,"① 태반,과반,대부분","① 태반,과반,대부분"
JLPT N2,大部分,だいぶぶん,"① 대부분,거의 (=동의어大半<だいはん>)","① 대부분,거의 (=동의어大半<だいはん>)"
JLPT N2,大分,だいぶん,"① 대부분,거의 (=동의어だいぶ)","① 대부분,거의 (=동의어だいぶ)"
JLPT N2,大木,たいぼく,"① 거목,큰 나무","① 거목,큰 나무"
JLPT N2,代名詞,だいめいし,"① 대명사","① 대명사"
JLPT N2,ダイヤ,ダイヤ,"① 다이아몬드,다이아 (ダイヤモンド의 준말)","① 다이아몬드,다이아 (ダイヤモンド의 준말)"
JLPT N2,ダイヤグラム,diagram,"① 다이어그램,열차의 운행표","① 다이어그램,열차의 운행표"
JLPT N2,太陽,たいよう,"① 태양,해","① 태양,해"
JLPT N2,平ら,たいら,"① 평평함,평탄함","① 평평함,평탄함"
JLPT N2,大陸,たいりく,"① 대륙","① 대륙"
JLPT N2,対立,たいりつ,"① 대립","① 대립"
JLPT N2,田植(え),たうえ,"① 모내기","① 모내기"
JLPT N2,絶えず,たえず,"① 늘,끊임없이 (=동의어いつも)","① 늘,끊임없이 (=동의어いつも)"
JLPT N2,楕円·橢円,だえん,"① 타원","① 타원"
JLPT N2,互い,たがい,"① 서로,교대로\n② 쌍방","① 서로,교대로\n② 쌍방"
JLPT N2,耕す,たがやす,"① (논밭을) 갈다","① (논밭을) 갈다"
JLPT N2,滝,たき,"① 폭포,급류","① 폭포,급류"
JLPT N2,焚く·焼く,たく,"① 불을 때다,피우다","① 불을 때다,피우다"
JLPT N2,蓄える·貯える,たくわえる,"① 대비해 두다,저장하다\n② 기르다","① 대비해 두다,저장하다\n② 기르다"
JLPT N2,但し,ただし,"① 단,다만","① 단,다만"
JLPT N2,直ちに,ただちに,"① 곧,즉각\n② 바로,직접","① 곧,즉각\n② 바로,직접"
JLPT N2,立場,たちば,"① 입장,처지\n② 관점,견지","① 입장,처지\n② 관점,견지"
JLPT N2,忽ち,たちまち,"① 홀연,곧,갑자기","① 홀연,곧,갑자기"
JLPT N2,達する,たっする,"① 달성하다,이르다\n② 통달하다","① 달성하다,이르다\n② 통달하다"
JLPT N2,脱線,だっせん,"① (열차 등이) 탈선하다\n② 빗나가다","① (열차 등이) 탈선하다\n② 빗나가다"
JLPT N2,唯,たった,"① 겨우,단지,그저 (=동의어わずか)","① 겨우,단지,그저 (=동의어わずか)"
JLPT N2,だって,だって,"① …라도,일지라도\n② 하지만,그래도","① …라도,일지라도\n② 하지만,그래도"
JLPT N2,妥当,だとう,"① 타당,적절","① 타당,적절"
JLPT N2,譬え·喩え,たとえ,"① 비유,비유한 것","① 비유,비유한 것"
JLPT N2,例える·譬える·喩える,たとえる,"① 예를 들다,비유하다","① 예를 들다,비유하다"
JLPT N2,谷·渓·谿,たに,"① 산골짜기,계곡","① 산골짜기,계곡"
JLPT N2,他人,たにん,"① 타인,남","① 타인,남"
JLPT N2,束·把,たば,"① 다발,뭉치,단,묶음","① 다발,뭉치,단,묶음"
JLPT N2,度度,たびたび,"① 여러 번,자주 (=동의어しばしば)","① 여러 번,자주 (=동의어しばしば)"
JLPT N2,だぶだぶ,だぶだぶ,"① 헐렁헐렁\n② 뒤룩뒤룩,출렁출렁\n③ 듬뿍","① 헐렁헐렁\n② 뒤룩뒤룩,출렁출렁\n③ 듬뿍"
JLPT N2,玉,たま,"① 옥,진주 (또는 그와 같이 귀중하고 아름다운 것)\n② 알,구슬","① 옥,진주 (또는 그와 같이 귀중하고 아름다운 것)\n② 알,구슬"
JLPT N2,堪らない,たまらない,"① 참을 수 없다,견딜 수 없다","① 참을 수 없다,견딜 수 없다"
JLPT N2,黙る,だまる,"① 입을 다물다,가만히 있다","① 입을 다물다,가만히 있다"
JLPT N2,ため息·溜め息,ためいき,"① 한숨","① 한숨"
JLPT N2,試し·験し,ためし,"① 시험,시도","① 시험,시도"
JLPT N2,試す·験す,ためす,"① 시험하다,실지로 해보다","① 시험하다,실지로 해보다"
JLPT N2,躊躇う,ためらう,"① 주저하다,망설이다\n② 방황하다","① 주저하다,망설이다\n② 방황하다"
JLPT N2,便り,たより,"① 소식,편지","① 소식,편지"
JLPT N2,頼る,たよる,"① 의지하다,의뢰하다","① 의지하다,의뢰하다"
JLPT N2,だらしない,だらしない,"① 야무지지 못하다,칠칠치 못하다","① 야무지지 못하다,칠칠치 못하다"
JLPT N2,樽,たる,"① 나무 통 (술·간장 등을 넣어 두는 크고 둥글며 뚜껑이 있는 나무통)","① 나무 통 (술·간장 등을 넣어 두는 크고 둥글며 뚜껑이 있는 나무통)"
JLPT N2,誰か,だれか,"① 누군가","① 누군가"
JLPT N2,短,たん,"① 짧음\n② 결점,단점","① 짧음\n② 결점,단점"
JLPT N2,段,だん,"① 구획,계급\n② 단계","① 구획,계급\n② 단계"
JLPT N2,単位,たんい,"① 단위\n② 학점","① 단위\n② 학점"
JLPT N2,段階,だんかい,"① 단계,등급","① 단계,등급"
JLPT N2,炭鉱·炭礦,たんこう,"① 탄광","① 탄광"
JLPT N2,単純,たんじゅん,"① 단순 (↔반의어複雑<ふくざつ>)","① 단순 (↔반의어複雑<ふくざつ>)"
JLPT N2,短所,たんしょ,"① 단점,결점 (↔반의어長所<ちょうしょ>)","① 단점,결점 (↔반의어長所<ちょうしょ>)"
JLPT N2,簞笥,たんす,"① 옷장,장롱","① 옷장,장롱"
JLPT N2,淡水,たんすい,"① 담수,민물,단물","① 담수,민물,단물"
JLPT N2,単数,たんすう,"① 단수,홑수 (↔반의어複数<ふくすう>)","① 단수,홑수 (↔반의어複数<ふくすう>)"
JLPT N2,団地,だんち,"① 단지","① 단지"
JLPT N2,断定,だんてい,"① 단정","① 단정"
JLPT N2,単なる,たんなる,"① 단순한,그저 (=동의어ただの)","① 단순한,그저 (=동의어ただの)"
JLPT N2,短編·短篇,たんぺん,"① 단편","① 단편"
JLPT N2,田圃,たんぼ,"① 논","① 논"
JLPT N2,地位,ちい,"① 지위 (=동의어くらい)","① 지위 (=동의어くらい)"
JLPT N2,地域,ちいき,"① 지역","① 지역"
JLPT N2,チーズ,cheese,"① 치즈","① 치즈"
JLPT N2,チーム,team,"① 팀","① 팀"
JLPT N2,知恵·智慧,ちえ,"① 지혜,꾀","① 지혜,꾀"
